1 -117.880142 33.871156 0.660009 0.959645
2 -117.815161 33.850173 0.987681 0.790561
3 -117.831044 33.759772 0.907590 0.062096
4 -117.867542 33.767953 0.723545 0.128020
5 -118.010965 33.774600 0.000323 0.181582
6 -118.007803 33.856026 0.016267 0.837725
7 -118.006297 33.870944 0.023862 0.957936
8 -117.998152 33.869755 0.064933 0.948355
9 -117.968265 33.870047 0.215641 0.950708
10 -117.932897 33.870295 0.393987 0.952707
11 -117.889437 33.866481 0.613138 0.921973
12 -117.862082 33.876164 0.751078 1.000000
13 -117.846926 33.853794 0.827503 0.819739
14 -117.812718 33.810656 1.000000 0.472127
15 -117.818285 33.787764 0.971928 0.287660
16 -117.851844 33.760028 0.802704 0.064159
17 -117.884860 33.766832 0.636218 0.118987
18 -117.928803 33.752460 0.414632 0.003175
19 -117.963603 33.752066 0.239150 0.000000
20 -117.989520 33.752073 0.108461 0.000056
21 -118.011029 33.795437 0.000000 0.349490
22 -118.010733 33.824615 0.001493 0.584611
23 -118.010412 33.846473 0.003111 0.760746
24 -117.842138 33.798374 0.851647 0.373157
25 -117.840714 33.825609 0.858828 0.592620
26 -117.849396 33.860775 0.815048 0.875993
27 -117.882737 33.811373 0.646923 0.477905
28 -117.881669 33.828912 0.652309 0.619236
29 -117.906910 33.866173 0.525029 0.919491
30 -117.932130 33.781382 0.397855 0.236233
31 -117.919660 33.810051 0.460736 0.467252
32 -117.928902 33.838973 0.414132 0.700309
33 -117.933014 33.864679 0.393397 0.907452
34 -117.967238 33.781168 0.220820 0.234508
35 -117.967539 33.824847 0.219302 0.586480
36 -117.968064 33.864738 0.216655 0.907928
37 -117.984137 33.781110 0.135605 0.234041
38 -117.984894 33.839380 0.131788 0.703589
39 -117.853043 33.798257 0.796658 0.372214
40 -117.852863 33.825230 0.797565 0.589566
41 -117.859827 33.858037 0.762449 0.853930
42 -117.889242 33.810567 0.614121 0.471410
43 -117.889323 33.828220 0.613713 0.613660
44 -117.906821 33.859585 0.525478 0.866404
45 -117.923584 33.781615 0.440949 0.238110
46 -117.915271 33.809779 0.482868 0.465060
47 -117.921686 33.840654 0.450520 0.713855
48 -117.933072 33.859522 0.393105 0.865896
49 -117.967296 33.788452 0.220527 0.293204
50 -117.967617 33.832344 0.218909 0.646892
51 -117.968064 33.859173 0.216655 0.863084
52 -117.992819 33.780935 0.091825 0.232631
53 -117.995441 33.839322 0.078604 0.703122
54 -117.876971 33.780788 0.675999 0.231446
55 -117.881679 33.782691 0.652258 0.246781
56 -117.879840 33.784093 0.661532 0.258078
57 -117.878590 33.778708 0.667835 0.214685
58 -117.872971 33.775866 0.696169 0.191784
59 -117.879218 33.780258 0.664668 0.227175
60 -117.877759 33.781659 0.672025 0.238465
61 -117.883354 33.779822 0.643812 0.223662
62 -117.820354 33.846533 0.961495 0.761229
63 -117.824516 33.844572 0.940508 0.745427
64 -117.831699 33.841052 0.904287 0.717062
65 -117.833397 33.839528 0.895724 0.704782
66 -117.835066 33.836750 0.887308 0.682396
67 -117.834598 33.831705 0.889668 0.641743
68 -117.831711 33.814389 0.904226 0.502208
69 -117.831700 33.806999 0.904282 0.442658
70 -117.830722 33.791732 0.909213 0.319634
71 -117.830805 33.785542 0.908795 0.269755
72 -117.830857 33.781027 0.908533 0.233372
73 -117.830722 33.772954 0.909213 0.168319
74 -117.830597 33.768192 0.909844 0.129946
75 -117.831359 33.768145 0.906001 0.129567
76 -117.831159 33.773110 0.907010 0.169576
77 -117.831232 33.781308 0.906642 0.235636
78 -117.831211 33.785417 0.906747 0.268747
79 -117.831128 33.791722 0.907166 0.319554
80 -117.832007 33.807119 0.902734 0.443625
81 -117.832240 33.813673 0.901559 0.496438
82 -117.834018 33.829796 0.892593 0.626360
83 -117.834325 33.838786 0.891045 0.698803
84 -117.832291 33.840886 0.901301 0.715725
85 -117.830918 33.842086 0.908225 0.725394
86 -117.822970 33.845693 0.948303 0.754460
87 -117.820414 33.846657 0.961192 0.762228
